Ox,HOx,H2Ox+2,HRed1,H2Red1+,H3Red1+2,H2Red2,H3Red2+,H4Red2+2
N=C1C=CC(=C2C=CC(=N)C(S)=C2)C=C1S,N=C1C=CC(=C2C=CC(=[NH2+])C(S)=C2)C=C1S,[NH2+]=C1C=CC(=C2C=CC(=[NH2+])C(S)=C2)C=C1S,N=C1C=C[C](C2=CC=C(N)C(S)=C2)C=C1S,NC1=CC=C([C]2C=CC(=[NH2])C(S)=C2)C=C1S,[NH2]=C1C=C[C](C2=CC=C([NH3])C(S)=C2)C=C1S,Nc1ccc(-c2ccc(N)c(S)c2)cc1S,Nc1ccc(-c2ccc([NH3])c(S)c2)cc1S,[NH3]c1ccc(-c2ccc([NH3])c(S)c2)cc1S
CCCC1=CC(=C2C=CC(=N)C(CCC)=C2)C=CC1=N,CCCC1=CC(=C2C=CC(=[NH2+])C(CCC)=C2)C=CC1=N,CCCC1=CC(=C2C=CC(=[NH2+])C(CCC)=C2)C=CC1=[NH2+],CCCC1=C[C](C2=CC=C(N)C(CCC)=C2)C=CC1=N,CCCC1=C[C](C2=CC=C(N)C(CCC)=C2)C=CC1=[NH2],CCCC1=C[C](C2=CC=C([NH3])C(CCC)=C2)C=CC1=[NH2],CCCc1cc(-c2ccc(N)c(CCC)c2)ccc1N,CCCc1cc(-c2ccc([NH3])c(CCC)c2)ccc1N,CCCc1cc(-c2ccc([NH3])c(CCC)c2)ccc1[NH3]
N=C1C=CC(=C2C=CC(=N)C(CC3CCCCCC3)=C2)C=C1CC1CCCCCC1,N=C1C=CC(=C2C=CC(=[NH2+])C(CC3CCCCCC3)=C2)C=C1CC1CCCCCC1,[NH2+]=C1C=CC(=C2C=CC(=[NH2+])C(CC3CCCCCC3)=C2)C=C1CC1CCCCCC1,N=C1C=C[C](C2=CC=C(N)C(CC3CCCCCC3)=C2)C=C1CC1CCCCCC1,NC1=CC=C([C]2C=CC(=[NH2])C(CC3CCCCCC3)=C2)C=C1CC1CCCCCC1,[NH2]=C1C=C[C](C2=CC=C([NH3])C(CC3CCCCCC3)=C2)C=C1CC1CCCCCC1,Nc1ccc(-c2ccc(N)c(CC3CCCCCC3)c2)cc1CC1CCCCCC1,Nc1ccc(-c2ccc([NH3])c(CC3CCCCCC3)c2)cc1CC1CCCCCC1,[NH3]c1ccc(-c2ccc([NH3])c(CC3CCCCCC3)c2)cc1CC1CCCCCC1
N=C1C=CC(=C2C=CC(=N)C(C=Cc3ccccc3)=C2)C=C1C=Cc1ccccc1,N=C1C=CC(=C2C=CC(=[NH2+])C(C=Cc3ccccc3)=C2)C=C1C=Cc1ccccc1,[NH2+]=C1C=CC(=C2C=CC(=[NH2+])C(C=Cc3ccccc3)=C2)C=C1C=Cc1ccccc1,N=C1C=C[C](C2=CC=C(N)C(C=Cc3ccccc3)=C2)C=C1C=Cc1ccccc1,NC1=CC=C([C]2C=CC(=[NH2])C(C=Cc3ccccc3)=C2)C=C1C=Cc1ccccc1,[NH2]=C1C=C[C](C2=CC=C([NH3])C(C=Cc3ccccc3)=C2)C=C1C=Cc1ccccc1,Nc1ccc(-c2ccc(N)c(C=Cc3ccccc3)c2)cc1C=Cc1ccccc1,Nc1ccc(-c2ccc([NH3])c(C=Cc3ccccc3)c2)cc1C=Cc1ccccc1,[NH3]c1ccc(-c2ccc([NH3])c(C=Cc3ccccc3)c2)cc1C=Cc1ccccc1
N=C1C=CC(=C2C=CC(=N)C(CBr)=C2)C=C1CBr,N=C1C=CC(=C2C=CC(=[NH2+])C(CBr)=C2)C=C1CBr,[NH2+]=C1C=CC(=C2C=CC(=[NH2+])C(CBr)=C2)C=C1CBr,N=C1C=C[C](C2=CC=C(N)C(CBr)=C2)C=C1CBr,NC1=CC=C([C]2C=CC(=[NH2])C(CBr)=C2)C=C1CBr,[NH2]=C1C=C[C](C2=CC=C([NH3])C(CBr)=C2)C=C1CBr,Nc1ccc(-c2ccc(N)c(CBr)c2)cc1CBr,Nc1ccc(-c2ccc([NH3])c(CBr)c2)cc1CBr,[NH3]c1ccc(-c2ccc([NH3])c(CBr)c2)cc1CBr
N=C1C=C(N)C(=C2C(N)=CC(=N)C=C2F)C(F)=C1,N=C1C=C(N)C(=C2C(N)=CC(=[NH2+])C=C2F)C(F)=C1,NC1=CC(=[NH2+])C=C(F)C1=C1C(N)=CC(=[NH2+])C=C1F,N=C1C=C(N)[C](C2=C(N)C=C(N)C=C2F)C(F)=C1,NC1=CC(N)=C([C]2C(N)=CC(=[NH2])C=C2F)C(F)=C1,NC1=CC(=[NH2])C=C(F)[C]1C1=C(N)C=C([NH3])C=C1F,Nc1cc(N)c(-c2c(N)cc(N)cc2F)c(F)c1,Nc1cc(N)c(-c2c(N)cc([NH3])cc2F)c(F)c1,Nc1cc([NH3])cc(F)c1-c1c(N)cc([NH3])cc1F
N=C1C(F)=CC(=C2C=C(F)C(=N)C(P)=C2)C=C1P,N=C1C(F)=CC(=C2C=C(F)C(=[NH2+])C(P)=C2)C=C1P,[NH2+]=C1C(F)=CC(=C2C=C(F)C(=[NH2+])C(P)=C2)C=C1P,N=C1C(F)=C[C](C2=CC(F)=C(N)C(P)=C2)C=C1P,NC1=C(F)C=C([C]2C=C(F)C(=[NH2])C(P)=C2)C=C1P,[NH2]=C1C(F)=C[C](C2=CC(F)=C([NH3])C(P)=C2)C=C1P,Nc1c(F)cc(-c2cc(F)c(N)c(P)c2)cc1P,Nc1c(F)cc(-c2cc(F)c([NH3])c(P)c2)cc1P,[NH3]c1c(F)cc(-c2cc(F)c([NH3])c(P)c2)cc1P
N#CC1=CC(=N)C=CC1=C1C=CC(=N)C=C1C#N,N#CC1=CC(=N)C=CC1=C1C=CC(=[NH2+])C=C1C#N,N#CC1=CC(=[NH2+])C=CC1=C1C=CC(=[NH2+])C=C1C#N,N#CC1=CC(=N)C=C[C]1C1=C(C#N)C=C(N)C=C1,N#CC1=CC(=[NH2])C=C[C]1C1=C(C#N)C=C(N)C=C1,N#CC1=CC(=[NH2])C=C[C]1C1=C(C#N)C=C([NH3])C=C1,N#Cc1cc(N)ccc1-c1ccc(N)cc1C#N,N#Cc1cc(N)ccc1-c1ccc([NH3])cc1C#N,N#Cc1cc([NH3])ccc1-c1ccc([NH3])cc1C#N
N=C1C=CC(=C2C=CC(=N)C(N[O-])=C2)C=C1N[O-],N=C1C=CC(=C2C=CC(=[NH2+])C(N[O-])=C2)C=C1N[O-],[NH2+]=C1C=CC(=C2C=CC(=[NH2+])C(N[O-])=C2)C=C1N[O-],N=C1C=C[C](C2=CC=C(N)C(N[O-])=C2)C=C1N[O-],NC1=CC=C([C]2C=CC(=[NH2])C(N[O-])=C2)C=C1N[O-],[NH2]=C1C=C[C](C2=CC=C([NH3])C(N[O-])=C2)C=C1N[O-],Nc1ccc(-c2ccc(N)c(N[O-])c2)cc1N[O-],Nc1ccc(-c2ccc([NH3])c(N[O-])c2)cc1N[O-],[NH3]c1ccc(-c2ccc([NH3])c(N[O-])c2)cc1N[O-]
N=C1C=CC(=C2C=CC(=N)C=C2B(O)O)C(B(O)O)=C1,N=C1C=CC(=C2C=CC(=[NH2+])C=C2B(O)O)C(B(O)O)=C1,[NH2+]=C1C=CC(=C2C=CC(=[NH2+])C=C2B(O)O)C(B(O)O)=C1,N=C1C=C[C](C2=CC=C(N)C=C2B(O)O)C(B(O)O)=C1,NC1=CC=C([C]2C=CC(=[NH2])C=C2B(O)O)C(B(O)O)=C1,[NH2]=C1C=C[C](C2=CC=C([NH3])C=C2B(O)O)C(B(O)O)=C1,Nc1ccc(-c2ccc(N)cc2B(O)O)c(B(O)O)c1,Nc1ccc(-c2ccc([NH3])cc2B(O)O)c(B(O)O)c1,[NH3]c1ccc(-c2ccc([NH3])cc2B(O)O)c(B(O)O)c1
CCCCCC1=CC(=N)C=CC1=C1C=CC(=N)C=C1CCCCC,CCCCCC1=CC(=N)C=CC1=C1C=CC(=[NH2+])C=C1CCCCC,CCCCCC1=CC(=[NH2+])C=CC1=C1C=CC(=[NH2+])C=C1CCCCC,CCCCCC1=CC(=N)C=C[C]1C1=C(CCCCC)C=C(N)C=C1,CCCCCC1=CC(=[NH2])C=C[C]1C1=C(CCCCC)C=C(N)C=C1,CCCCCC1=CC(=[NH2])C=C[C]1C1=C(CCCCC)C=C([NH3])C=C1,CCCCCc1cc(N)ccc1-c1ccc(N)cc1CCCCC,CCCCCc1cc(N)ccc1-c1ccc([NH3])cc1CCCCC,CCCCCc1cc([NH3])ccc1-c1ccc([NH3])cc1CCCCC
CCOP(=O)(OCC)C1=CC(=C2C=CC(=N)C(P(=O)(OCC)OCC)=C2)C=CC1=N,CCOP(=O)(OCC)C1=CC(=C2C=CC(=[NH2+])C(P(=O)(OCC)OCC)=C2)C=CC1=N,CCOP(=O)(OCC)C1=CC(=C2C=CC(=[NH2+])C(P(=O)(OCC)OCC)=C2)C=CC1=[NH2+],CCOP(=O)(OCC)C1=C[C](C2=CC=C(N)C(P(=O)(OCC)OCC)=C2)C=CC1=N,CCOP(=O)(OCC)C1=C[C](C2=CC=C(N)C(P(=O)(OCC)OCC)=C2)C=CC1=[NH2],CCOP(=O)(OCC)C1=C[C](C2=CC=C([NH3])C(P(=O)(OCC)OCC)=C2)C=CC1=[NH2],CCOP(=O)(OCC)c1cc(-c2ccc(N)c(P(=O)(OCC)OCC)c2)ccc1N,CCOP(=O)(OCC)c1cc(-c2ccc([NH3])c(P(=O)(OCC)OCC)c2)ccc1N,CCOP(=O)(OCC)c1cc(-c2ccc([NH3])c(P(=O)(OCC)OCC)c2)ccc1[NH3]
CCCCCC1=CC(=C2C=CC(=N)C(CCCCC)=C2)C=CC1=N,CCCCCC1=CC(=C2C=CC(=[NH2+])C(CCCCC)=C2)C=CC1=N,CCCCCC1=CC(=C2C=CC(=[NH2+])C(CCCCC)=C2)C=CC1=[NH2+],CCCCCC1=C[C](C2=CC=C(N)C(CCCCC)=C2)C=CC1=N,CCCCCC1=C[C](C2=CC=C(N)C(CCCCC)=C2)C=CC1=[NH2],CCCCCC1=C[C](C2=CC=C([NH3])C(CCCCC)=C2)C=CC1=[NH2],CCCCCc1cc(-c2ccc(N)c(CCCCC)c2)ccc1N,CCCCCc1cc(-c2ccc([NH3])c(CCCCC)c2)ccc1N,CCCCCc1cc(-c2ccc([NH3])c(CCCCC)c2)ccc1[NH3]
C=CC=C(C=C)C1=CC(=C2C=CC(=N)C(C(C=C)=CC=C)=C2)C=CC1=N,C=CC=C(C=C)C1=CC(=C2C=CC(=[NH2+])C(C(C=C)=CC=C)=C2)C=CC1=N,C=CC=C(C=C)C1=CC(=C2C=CC(=[NH2+])C(C(C=C)=CC=C)=C2)C=CC1=[NH2+],C=CC=C(C=C)C1=C[C](C2=CC=C(N)C(C(C=C)=CC=C)=C2)C=CC1=N,C=CC=C(C=C)C1=C[C](C2=CC=C(N)C(C(C=C)=CC=C)=C2)C=CC1=[NH2],C=CC=C(C=C)C1=C[C](C2=CC=C([NH3])C(C(C=C)=CC=C)=C2)C=CC1=[NH2],C=CC=C(C=C)c1cc(-c2ccc(N)c(C(C=C)=CC=C)c2)ccc1N,C=CC=C(C=C)c1cc(-c2ccc([NH3])c(C(C=C)=CC=C)c2)ccc1N,C=CC=C(C=C)c1cc(-c2ccc([NH3])c(C(C=C)=CC=C)c2)ccc1[NH3]
N=C1C=C(F)C(=C2C=C(Br)C(=N)C=C2F)C=C1Br,N=C1C=C(F)C(=C2C=C(Br)C(=[NH2+])C=C2F)C=C1Br,[NH2+]=C1C=C(F)C(=C2C=C(Br)C(=[NH2+])C=C2F)C=C1Br,N=C1C=C(F)[C](C2=C(F)C=C(N)C(Br)=C2)C=C1Br,NC1=CC(F)=C([C]2C=C(Br)C(=[NH2])C=C2F)C=C1Br,[NH2]=C1C=C(F)[C](C2=C(F)C=C([NH3])C(Br)=C2)C=C1Br,Nc1cc(F)c(-c2cc(Br)c(N)cc2F)cc1Br,Nc1cc(F)c(-c2cc(Br)c([NH3])cc2F)cc1Br,[NH3]c1cc(F)c(-c2cc(Br)c([NH3])cc2F)cc1Br
N=C1C=C(F)C(=C2C(F)=CC(=N)C(N)=C2F)C(F)=C1N,N=C1C=C(F)C(=C2C(F)=CC(=[NH2+])C(N)=C2F)C(F)=C1N,NC1=C(F)C(=C2C(F)=CC(=[NH2+])C(N)=C2F)C(F)=CC1=[NH2+],N=C1C=C(F)[C](C2=C(F)C=C(N)C(N)=C2F)C(F)=C1N,NC1=CC(F)=C([C]2C(F)=CC(=[NH2])C(N)=C2F)C(F)=C1N,NC1=C(F)[C](C2=C(F)C=C([NH3])C(N)=C2F)C(F)=CC1=[NH2],Nc1cc(F)c(-c2c(F)cc(N)c(N)c2F)c(F)c1N,Nc1cc(F)c(-c2c(F)cc([NH3])c(N)c2F)c(F)c1N,Nc1c([NH3])cc(F)c(-c2c(F)cc([NH3])c(N)c2F)c1F
N=C1C=C(F)C(=C2C=C(N)C(=N)C=C2F)C=C1N,N=C1C=C(F)C(=C2C=C(N)C(=[NH2+])C=C2F)C=C1N,NC1=CC(=C2C=C(N)C(=[NH2+])C=C2F)C(F)=CC1=[NH2+],N=C1C=C(F)[C](C2=C(F)C=C(N)C(N)=C2)C=C1N,NC1=C[C](C2=C(F)C=C(N)C(N)=C2)C(F)=CC1=[NH2],NC1=C[C](C2=C(F)C=C([NH3])C(N)=C2)C(F)=CC1=[NH2],Nc1cc(F)c(-c2cc(N)c(N)cc2F)cc1N,Nc1cc(F)c(-c2cc(N)c([NH3])cc2F)cc1N,Nc1cc(-c2cc(N)c([NH3])cc2F)c(F)cc1[NH3]
N=C1C=CC(=C2C=CC(=N)C=C2C(F)(F)F)C(C(F)(F)F)=C1,N=C1C=CC(=C2C=CC(=[NH2+])C=C2C(F)(F)F)C(C(F)(F)F)=C1,[NH2+]=C1C=CC(=C2C=CC(=[NH2+])C=C2C(F)(F)F)C(C(F)(F)F)=C1,N=C1C=C[C](C2=CC=C(N)C=C2C(F)(F)F)C(C(F)(F)F)=C1,NC1=CC=C([C]2C=CC(=[NH2])C=C2C(F)(F)F)C(C(F)(F)F)=C1,[NH2]=C1C=C[C](C2=CC=C([NH3])C=C2C(F)(F)F)C(C(F)(F)F)=C1,Nc1ccc(-c2ccc(N)cc2C(F)(F)F)c(C(F)(F)F)c1,Nc1ccc(-c2ccc([NH3])cc2C(F)(F)F)c(C(F)(F)F)c1,[NH3]c1ccc(-c2ccc([NH3])cc2C(F)(F)F)c(C(F)(F)F)c1
N=C1C=CC(=C2C=CC(=N)C(N=NN)=C2)C=C1N=NN,N=C1C=CC(=C2C=CC(=[NH2+])C(N=NN)=C2)C=C1N=NN,NN=NC1=CC(=C2C=CC(=[NH2+])C(N=NN)=C2)C=CC1=[NH2+],N=C1C=C[C](C2=CC=C(N)C(N=NN)=C2)C=C1N=NN,NN=NC1=C[C](C2=CC=C(N)C(N=NN)=C2)C=CC1=[NH2],NN=NC1=C[C](C2=CC=C([NH3])C(N=NN)=C2)C=CC1=[NH2],NN=Nc1cc(-c2ccc(N)c(N=NN)c2)ccc1N,NN=Nc1cc(-c2ccc([NH3])c(N=NN)c2)ccc1N,NN=Nc1cc(-c2ccc([NH3])c(N=NN)c2)ccc1[NH3]
N=C1C=CC(=C2C=CC(=N)C(F)=C2N)C(N)=C1F,N=C1C=CC(=C2C=CC(=[NH2+])C(F)=C2N)C(N)=C1F,NC1=C(F)C(=[NH2+])C=CC1=C1C=CC(=[NH2+])C(F)=C1N,N=C1C=C[C](C2=CC=C(N)C(F)=C2N)C(N)=C1F,NC1=CC=C([C]2C=CC(=[NH2])C(F)=C2N)C(N)=C1F,NC1=C(F)C(=[NH2])C=C[C]1C1=CC=C([NH3])C(F)=C1N,Nc1ccc(-c2ccc(N)c(F)c2N)c(N)c1F,Nc1ccc(-c2ccc([NH3])c(F)c2N)c(N)c1F,Nc1c(-c2ccc([NH3])c(F)c2N)ccc([NH3])c1F
N=C1C=C(F)C(=C2C(F)=CC(=N)C=C2Br)C(Br)=C1,N=C1C=C(F)C(=C2C(F)=CC(=[NH2+])C=C2Br)C(Br)=C1,[NH2+]=C1C=C(F)C(=C2C(F)=CC(=[NH2+])C=C2Br)C(Br)=C1,N=C1C=C(F)[C](C2=C(F)C=C(N)C=C2Br)C(Br)=C1,NC1=CC(F)=C([C]2C(F)=CC(=[NH2])C=C2Br)C(Br)=C1,[NH2]=C1C=C(F)[C](C2=C(F)C=C([NH3])C=C2Br)C(Br)=C1,Nc1cc(F)c(-c2c(F)cc(N)cc2Br)c(Br)c1,Nc1cc(F)c(-c2c(F)cc([NH3])cc2Br)c(Br)c1,[NH3]c1cc(F)c(-c2c(F)cc([NH3])cc2Br)c(Br)c1
N=C1C=CC(=C2C=CC(=N)C(CC3CCC3)=C2)C=C1CC1CCC1,N=C1C=CC(=C2C=CC(=[NH2+])C(CC3CCC3)=C2)C=C1CC1CCC1,[NH2+]=C1C=CC(=C2C=CC(=[NH2+])C(CC3CCC3)=C2)C=C1CC1CCC1,N=C1C=C[C](C2=CC=C(N)C(CC3CCC3)=C2)C=C1CC1CCC1,NC1=CC=C([C]2C=CC(=[NH2])C(CC3CCC3)=C2)C=C1CC1CCC1,[NH2]=C1C=C[C](C2=CC=C([NH3])C(CC3CCC3)=C2)C=C1CC1CCC1,Nc1ccc(-c2ccc(N)c(CC3CCC3)c2)cc1CC1CCC1,Nc1ccc(-c2ccc([NH3])c(CC3CCC3)c2)cc1CC1CCC1,[NH3]c1ccc(-c2ccc([NH3])c(CC3CCC3)c2)cc1CC1CCC1
CC1=C(F)C(=C2C(F)=CC(=N)C(C)=C2F)C(F)=CC1=N,CC1=C(F)C(=C2C(F)=CC(=[NH2+])C(C)=C2F)C(F)=CC1=N,CC1=C(F)C(=C2C(F)=CC(=[NH2+])C(C)=C2F)C(F)=CC1=[NH2+],CC1=C(N)C=C(F)C([C]2C(F)=CC(=N)C(C)=C2F)=C1F,CC1=C(N)C=C(F)C([C]2C(F)=CC(=[NH2])C(C)=C2F)=C1F,CC1=C([NH3])C=C(F)C([C]2C(F)=CC(=[NH2])C(C)=C2F)=C1F,Cc1c(N)cc(F)c(-c2c(F)cc(N)c(C)c2F)c1F,Cc1c(N)cc(F)c(-c2c(F)cc([NH3])c(C)c2F)c1F,Cc1c([NH3])cc(F)c(-c2c(F)cc([NH3])c(C)c2F)c1F
N=C1C(F)=CC(=C2C=C(F)C(=N)C(F)=C2F)C(F)=C1F,N=C1C(F)=CC(=C2C=C(F)C(=[NH2+])C(F)=C2F)C(F)=C1F,[NH2+]=C1C(F)=CC(=C2C=C(F)C(=[NH2+])C(F)=C2F)C(F)=C1F,N=C1C(F)=C[C](C2=CC(F)=C(N)C(F)=C2F)C(F)=C1F,NC1=C(F)C=C([C]2C=C(F)C(=[NH2])C(F)=C2F)C(F)=C1F,[NH2]=C1C(F)=C[C](C2=CC(F)=C([NH3])C(F)=C2F)C(F)=C1F,Nc1c(F)cc(-c2cc(F)c(N)c(F)c2F)c(F)c1F,Nc1c(F)cc(-c2cc(F)c([NH3])c(F)c2F)c(F)c1F,[NH3]c1c(F)cc(-c2cc(F)c([NH3])c(F)c2F)c(F)c1F
CSC1=CC(=C2C=CC(=N)C(SC)=C2)C=CC1=N,CSC1=CC(=C2C=CC(=[NH2+])C(SC)=C2)C=CC1=N,CSC1=CC(=C2C=CC(=[NH2+])C(SC)=C2)C=CC1=[NH2+],CSC1=C[C](C2=CC=C(N)C(SC)=C2)C=CC1=N,CSC1=C[C](C2=CC=C(N)C(SC)=C2)C=CC1=[NH2],CSC1=C[C](C2=CC=C([NH3])C(SC)=C2)C=CC1=[NH2],CSc1cc(-c2ccc(N)c(SC)c2)ccc1N,CSc1cc(-c2ccc([NH3])c(SC)c2)ccc1N,CSc1cc(-c2ccc([NH3])c(SC)c2)ccc1[NH3]
N=C1C=CC(=C2C=CC(=N)C=C2CCCN)C(CCCN)=C1,N=C1C=CC(=C2C=CC(=[NH2+])C=C2CCCN)C(CCCN)=C1,NCCCC1=CC(=[NH2+])C=CC1=C1C=CC(=[NH2+])C=C1CCCN,N=C1C=C[C](C2=C(CCCN)C=C(N)C=C2)C(CCCN)=C1,NCCCC1=CC(=[NH2])C=C[C]1C1=C(CCCN)C=C(N)C=C1,NCCCC1=CC(=[NH2])C=C[C]1C1=C(CCCN)C=C([NH3])C=C1,NCCCc1cc(N)ccc1-c1ccc(N)cc1CCCN,NCCCc1cc(N)ccc1-c1ccc([NH3])cc1CCCN,NCCCc1cc([NH3])ccc1-c1ccc([NH3])cc1CCCN
N=C1C=CC(=C2C=CC(=N)C(P(=O)(O)O)=C2)C=C1P(=O)(O)O,N=C1C=CC(=C2C=CC(=[NH2+])C(P(=O)(O)O)=C2)C=C1P(=O)(O)O,[NH2+]=C1C=CC(=C2C=CC(=[NH2+])C(P(=O)(O)O)=C2)C=C1P(=O)(O)O,N=C1C=C[C](C2=CC=C(N)C(P(=O)(O)O)=C2)C=C1P(=O)(O)O,NC1=CC=C([C]2C=CC(=[NH2])C(P(=O)(O)O)=C2)C=C1P(=O)(O)O,[NH2]=C1C=C[C](C2=CC=C([NH3])C(P(=O)(O)O)=C2)C=C1P(=O)(O)O,Nc1ccc(-c2ccc(N)c(P(=O)(O)O)c2)cc1P(=O)(O)O,Nc1ccc(-c2ccc([NH3])c(P(=O)(O)O)c2)cc1P(=O)(O)O,[NH3]c1ccc(-c2ccc([NH3])c(P(=O)(O)O)c2)cc1P(=O)(O)O
N=C1C=C(F)C(=C2C(F)=CC(=N)C(F)=C2Br)C(Br)=C1F,N=C1C=C(F)C(=C2C(F)=CC(=[NH2+])C(F)=C2Br)C(Br)=C1F,[NH2+]=C1C=C(F)C(=C2C(F)=CC(=[NH2+])C(F)=C2Br)C(Br)=C1F,N=C1C=C(F)[C](C2=C(F)C=C(N)C(F)=C2Br)C(Br)=C1F,NC1=CC(F)=C([C]2C(F)=CC(=[NH2])C(F)=C2Br)C(Br)=C1F,[NH2]=C1C=C(F)[C](C2=C(F)C=C([NH3])C(F)=C2Br)C(Br)=C1F,Nc1cc(F)c(-c2c(F)cc(N)c(F)c2Br)c(Br)c1F,Nc1cc(F)c(-c2c(F)cc([NH3])c(F)c2Br)c(Br)c1F,[NH3]c1cc(F)c(-c2c(F)cc([NH3])c(F)c2Br)c(Br)c1F
N=C1C=CC(=C2C=CC(=N)C(F)=C2F)C(F)=C1F,N=C1C=CC(=C2C=CC(=[NH2+])C(F)=C2F)C(F)=C1F,[NH2+]=C1C=CC(=C2C=CC(=[NH2+])C(F)=C2F)C(F)=C1F,N=C1C=C[C](C2=CC=C(N)C(F)=C2F)C(F)=C1F,NC1=CC=C([C]2C=CC(=[NH2])C(F)=C2F)C(F)=C1F,[NH2]=C1C=C[C](C2=CC=C([NH3])C(F)=C2F)C(F)=C1F,Nc1ccc(-c2ccc(N)c(F)c2F)c(F)c1F,Nc1ccc(-c2ccc([NH3])c(F)c2F)c(F)c1F,[NH3]c1ccc(-c2ccc([NH3])c(F)c2F)c(F)c1F
N=C1C(F)=CC(=C2C=C(F)C(=N)C(F)=C2Br)C(Br)=C1F,N=C1C(F)=CC(=C2C=C(F)C(=[NH2+])C(F)=C2Br)C(Br)=C1F,[NH2+]=C1C(F)=CC(=C2C=C(F)C(=[NH2+])C(F)=C2Br)C(Br)=C1F,N=C1C(F)=C[C](C2=CC(F)=C(N)C(F)=C2Br)C(Br)=C1F,NC1=C(F)C=C([C]2C=C(F)C(=[NH2])C(F)=C2Br)C(Br)=C1F,[NH2]=C1C(F)=C[C](C2=CC(F)=C([NH3])C(F)=C2Br)C(Br)=C1F,Nc1c(F)cc(-c2cc(F)c(N)c(F)c2Br)c(Br)c1F,Nc1c(F)cc(-c2cc(F)c([NH3])c(F)c2Br)c(Br)c1F,[NH3]c1c(F)cc(-c2cc(F)c([NH3])c(F)c2Br)c(Br)c1F
CC(C)(C)C1=CC(=N)C=CC1=C1C=CC(=N)C=C1C(C)(C)C,CC(C)(C)C1=CC(=N)C=CC1=C1C=CC(=[NH2+])C=C1C(C)(C)C,CC(C)(C)C1=CC(=[NH2+])C=CC1=C1C=CC(=[NH2+])C=C1C(C)(C)C,CC(C)(C)C1=CC(=N)C=C[C]1C1=C(C(C)(C)C)C=C(N)C=C1,CC(C)(C)C1=CC(=[NH2])C=C[C]1C1=C(C(C)(C)C)C=C(N)C=C1,CC(C)(C)C1=CC(=[NH2])C=C[C]1C1=C(C(C)(C)C)C=C([NH3])C=C1,CC(C)(C)c1cc(N)ccc1-c1ccc(N)cc1C(C)(C)C,CC(C)(C)c1cc(N)ccc1-c1ccc([NH3])cc1C(C)(C)C,CC(C)(C)c1cc([NH3])ccc1-c1ccc([NH3])cc1C(C)(C)C
N=C1C=CC(=C2C=CC(=N)C=C2C2CC2)C(C2CC2)=C1,N=C1C=CC(=C2C=CC(=[NH2+])C=C2C2CC2)C(C2CC2)=C1,[NH2+]=C1C=CC(=C2C=CC(=[NH2+])C=C2C2CC2)C(C2CC2)=C1,N=C1C=C[C](C2=CC=C(N)C=C2C2CC2)C(C2CC2)=C1,NC1=CC=C([C]2C=CC(=[NH2])C=C2C2CC2)C(C2CC2)=C1,[NH2]=C1C=C[C](C2=CC=C([NH3])C=C2C2CC2)C(C2CC2)=C1,Nc1ccc(-c2ccc(N)cc2C2CC2)c(C2CC2)c1,Nc1ccc(-c2ccc([NH3])cc2C2CC2)c(C2CC2)c1,[NH3]c1ccc(-c2ccc([NH3])cc2C2CC2)c(C2CC2)c1
N=C1C=CC(=C2C=CC(=N)C(C3=CCCC=C3)=C2)C=C1C1=CCCC=C1,N=C1C=CC(=C2C=CC(=[NH2+])C(C3=CCCC=C3)=C2)C=C1C1=CCCC=C1,[NH2+]=C1C=CC(=C2C=CC(=[NH2+])C(C3=CCCC=C3)=C2)C=C1C1=CCCC=C1,N=C1C=C[C](C2=CC=C(N)C(C3=CCCC=C3)=C2)C=C1C1=CCCC=C1,NC1=CC=C([C]2C=CC(=[NH2])C(C3=CCCC=C3)=C2)C=C1C1=CCCC=C1,[NH2]=C1C=C[C](C2=CC=C([NH3])C(C3=CCCC=C3)=C2)C=C1C1=CCCC=C1,Nc1ccc(-c2ccc(N)c(C3=CCCC=C3)c2)cc1C1=CCCC=C1,Nc1ccc(-c2ccc([NH3])c(C3=CCCC=C3)c2)cc1C1=CCCC=C1,[NH3]c1ccc(-c2ccc([NH3])c(C3=CCCC=C3)c2)cc1C1=CCCC=C1
N=C1C=CC(=C2C=CC(=N)C=C2SC(F)(F)F)C(SC(F)(F)F)=C1,N=C1C=CC(=C2C=CC(=[NH2+])C=C2SC(F)(F)F)C(SC(F)(F)F)=C1,[NH2+]=C1C=CC(=C2C=CC(=[NH2+])C=C2SC(F)(F)F)C(SC(F)(F)F)=C1,N=C1C=C[C](C2=CC=C(N)C=C2SC(F)(F)F)C(SC(F)(F)F)=C1,NC1=CC=C([C]2C=CC(=[NH2])C=C2SC(F)(F)F)C(SC(F)(F)F)=C1,[NH2]=C1C=C[C](C2=CC=C([NH3])C=C2SC(F)(F)F)C(SC(F)(F)F)=C1,Nc1ccc(-c2ccc(N)cc2SC(F)(F)F)c(SC(F)(F)F)c1,Nc1ccc(-c2ccc([NH3])cc2SC(F)(F)F)c(SC(F)(F)F)c1,[NH3]c1ccc(-c2ccc([NH3])cc2SC(F)(F)F)c(SC(F)(F)F)c1
